case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width,track_to_predict,interesting_agent
73.0,6,10,1000,car,1043.073,984.788,-10.715,7.012,2.562,4.28,1.72,1,0.0
73.0,7,1,100,car,1071.065,967.772,-12.073,6.353,2.657,4.42,1.86,1,0.0
73.0,7,2,200,car,1069.862,968.415,-12.016,6.421,2.651,4.42,1.86,1,0.0
73.0,7,3,300,car,1068.664,969.065,-11.959,6.484,2.645,4.42,1.86,1,0.0
73.0,7,4,400,car,1067.472,969.72,-11.902,6.543,2.639,4.42,1.86,1,0.0
73.0,7,5,500,car,1066.286,970.381,-11.846,6.598,2.633,4.42,1.86,1,0.0
73.0,7,6,600,car,1065.105,971.047,-11.793,6.647,2.628,4.42,1.86,1,0.0
73.0,7,7,700,car,1063.929,971.718,-11.742,6.692,2.624,4.42,1.86,1,0.0
73.0,7,8,800,car,1062.757,972.392,-11.695,6.731,2.619,4.42,1.86,1,0.0
73.0,7,9,900,car,1061.591,973.07,-11.652,6.766,2.616,4.42,1.86,1,0.0
73.0,7,10,1000,car,1060.428,973.75,-11.615,6.797,2.612,4.42,1.86,1,0.0
73.0,8,1,100,car,1076.847,974.248,-15.276,7.451,2.688,4.96,1.9,1,0.0
73.0,8,2,200,car,1075.323,974.999,-15.168,7.492,2.683,4.96,1.9,1,0.0
73.0,8,3,300,car,1073.809,975.755,-15.06,7.531,2.678,4.96,1.9,1,0.0
73.0,8,4,400,car,1072.306,976.514,-14.952,7.568,2.673,4.96,1.9,1,0.0
73.0,8,5,500,car,1070.814,977.277,-14.843,7.604,2.668,4.96,1.9,1,0.0
73.0,8,6,600,car,1069.333,978.044,-14.734,7.637,2.663,4.96,1.9,1,0.0
73.0,8,7,700,car,1067.863,978.813,-14.624,7.667,2.659,4.96,1.9,1,0.0
73.0,8,8,800,car,1066.403,979.586,-14.512,7.695,2.654,4.96,1.9,1,0.0
73.0,8,9,900,car,1064.955,980.361,-14.398,7.72,2.649,4.96,1.9,1,0.0
73.0,8,10,1000,car,1063.519,981.139,-14.284,7.742,2.645,4.96,1.9,1,0.0
73.0,9,1,100,car,1092.187,960.615,-9.705,4.421,2.714,4.58,1.81,1,0.0
73.0,9,2,200,car,1091.217,961.059,-9.699,4.437,2.713,4.58,1.81,1,0.0
73.0,9,3,300,car,1090.248,961.505,-9.685,4.452,2.711,4.58,1.81,1,0.0
73.0,9,4,400,car,1089.281,961.953,-9.662,4.464,2.709,4.58,1.81,1,0.0
73.0,9,5,500,car,1088.316,962.402,-9.631,4.475,2.707,4.58,1.81,1,0.0
73.0,9,6,600,car,1087.354,962.852,-9.592,4.484,2.704,4.58,1.81,1,0.0
73.0,9,7,700,car,1086.397,963.304,-9.546,4.493,2.702,4.58,1.81,1,0.0
73.0,9,8,800,car,1085.444,963.757,-9.493,4.502,2.699,4.58,1.81,1,0.0
73.0,9,9,900,car,1084.496,964.211,-9.436,4.512,2.696,4.58,1.81,1,0.0
73.0,9,10,1000,car,1083.555,964.667,-9.375,4.522,2.692,4.58,1.81,1,0.0
73.0,3,1,100,car,1032.144,995.608,-8.791,6.446,2.509,10.81,2.5,1,1
73.0,3,2,200,car,1031.274,996.265,-8.727,6.494,2.502,10.81,2.5,1,1
73.0,3,3,300,car,1030.411,996.927,-8.67,6.552,2.494,10.81,2.5,1,1
73.0,3,4,400,car,1029.554,997.596,-8.619,6.621,2.487,10.81,2.5,1,1
73.0,3,5,500,car,1028.703,998.272,-8.575,6.701,2.478,10.81,2.5,1,1
73.0,3,6,600,car,1027.857,998.957,-8.537,6.79,2.47,10.81,2.5,1,1
73.0,3,7,700,car,1027.015,999.651,-8.505,6.888,2.461,10.81,2.5,1,1
73.0,3,8,800,car,1026.177,1000.354,-8.476,6.991,2.452,10.81,2.5,1,1
73.0,3,9,900,car,1025.342,1001.068,-8.449,7.097,2.443,10.81,2.5,1,1
73.0,3,10,1000,car,1024.51,1001.793,-8.423,7.205,2.434,10.81,2.5,1,1
74.0,2,1,100,car,1011.395,1010.734,-9.092,7.936,2.424,5.59,1.89,0.0,0.0
74.0,2,2,200,car,1010.497,1011.54,-9.033,8.041,2.414,5.59,1.89,0.0,0.0
74.0,2,3,300,car,1009.606,1012.357,-8.969,8.147,2.404,5.59,1.89,0.0,0.0
74.0,2,4,400,car,1008.721,1013.185,-8.899,8.255,2.394,5.59,1.89,0.0,0.0
74.0,2,5,500,car,1007.844,1014.024,-8.825,8.362,2.383,5.59,1.89,0.0,0.0
74.0,2,6,600,car,1006.974,1014.874,-8.747,8.47,2.372,5.59,1.89,0.0,0.0
74.0,2,7,700,car,1006.113,1015.735,-8.666,8.576,2.361,5.59,1.89,0.0,0.0
74.0,2,8,800,car,1005.26,1016.606,-8.583,8.682,2.35,5.59,1.89,0.0,0.0
74.0,2,9,900,car,1004.415,1017.487,-8.498,8.786,2.34,5.59,1.89,0.0,0.0
74.0,2,10,1000,car,1003.579,1018.379,-8.413,8.888,2.329,5.59,1.89,0.0,0.0
74.0,8,3,300,car,1091.659,967.47,-13.519,6.809,2.675,4.73,1.93,0.0,0.0
74.0,8,4,400,car,1090.307,968.152,-13.517,6.823,2.674,4.73,1.93,0.0,0.0
74.0,8,5,500,car,1088.956,968.836,-13.5,6.831,2.673,4.73,1.93,0.0,0.0
74.0,8,6,600,car,1087.607,969.52,-13.465,6.831,2.672,4.73,1.93,0.0,0.0
74.0,8,7,700,car,1086.261,970.205,-13.412,6.825,2.6710000000000003,4.73,1.93,0.0,0.0
74.0,8,8,800,car,1084.921,970.889,-13.341,6.813,2.669,4.73,1.93,0.0,0.0
74.0,8,9,900,car,1083.588,971.572,-13.253,6.797000000000001,2.668,4.73,1.93,0.0,0.0
74.0,8,10,1000,car,1082.264,972.255,-13.152,6.778,2.6660000000000004,4.73,1.93,0.0,0.0
74.0,3,1,100,car,1023.959,1010.463,-9.314,7.529,2.462,7.98,2.42,1,0.0
74.0,3,2,200,car,1023.032,1011.221,-9.331,7.582000000000001,2.459,7.98,2.42,1,0.0
74.0,3,3,300,car,1022.104,1011.985,-9.343,7.632999999999999,2.457,7.98,2.42,1,0.0
74.0,3,4,400,car,1021.174,1012.755,-9.35,7.683,2.454,7.98,2.42,1,0.0
74.0,3,5,500,car,1020.245,1013.53,-9.352,7.731,2.451,7.98,2.42,1,0.0
74.0,3,6,600,car,1019.316,1014.31,-9.348,7.778,2.448,7.98,2.42,1,0.0
74.0,3,7,700,car,1018.387,1015.096,-9.341,7.824,2.444,7.98,2.42,1,0.0
74.0,3,8,800,car,1017.46,1015.886,-9.329,7.869,2.441,7.98,2.42,1,0.0
74.0,3,9,900,car,1016.534,1016.681,-9.313,7.912999999999999,2.437,7.98,2.42,1,0.0
74.0,3,10,1000,car,1015.609,1017.48,-9.294,7.957000000000001,2.434,7.98,2.42,1,0.0
74.0,4,1,100,car,1044.116,986.465,-9.829,6.474,2.559,4.61,1.86,1,0.0
74.0,4,2,200,car,1043.135,987.115,-9.787,6.48,2.557,4.61,1.86,1,0.0
74.0,4,3,300,car,1042.158,987.766,-9.743,6.485,2.5540000000000003,4.61,1.86,1,0.0
74.0,4,4,400,car,1041.186,988.417,-9.699,6.49,2.552,4.61,1.86,1,0.0
74.0,4,5,500,car,1040.218,989.069,-9.654,6.494,2.549,4.61,1.86,1,0.0
74.0,4,6,600,car,1039.254,989.721,-9.61,6.499,2.547,4.61,1.86,1,0.0
74.0,4,7,700,car,1038.295,990.374,-9.566,6.505,2.544,4.61,1.86,1,0.0
74.0,4,8,800,car,1037.341,991.028,-9.522,6.5120000000000005,2.542,4.61,1.86,1,0.0
74.0,4,9,900,car,1036.391,991.682,-9.479,6.523,2.539,4.61,1.86,1,0.0
74.0,4,10,1000,car,1035.445,992.338,-9.437,6.535,2.536,4.61,1.86,1,0.0
74.0,5,1,100,car,1051.722,986.942,-8.744,5.337000000000001,2.594,7.12,2.09,1,0.0
74.0,5,2,200,car,1050.849,987.478,-8.671,5.3020000000000005,2.593,7.12,2.09,1,0.0
74.0,5,3,300,car,1049.983,988.009,-8.603,5.268,2.592,7.12,2.09,1,0.0
74.0,5,4,400,car,1049.123,988.537,-8.539,5.236000000000001,2.592,7.12,2.09,1,0.0
74.0,5,5,500,car,1048.27,989.062,-8.479,5.206,2.591,7.12,2.09,1,0.0
74.0,5,6,600,car,1047.423,989.584,-8.423,5.178999999999999,2.59,7.12,2.09,1,0.0
74.0,5,7,700,car,1046.581,990.103,-8.372,5.155,2.59,7.12,2.09,1,0.0
74.0,5,8,800,car,1045.745,990.621,-8.325,5.135,2.589,7.12,2.09,1,0.0
74.0,5,9,900,car,1044.914,991.136,-8.283,5.12,2.588,7.12,2.09,1,0.0
74.0,5,10,1000,car,1044.087,991.65,-8.244,5.1080000000000005,2.587,7.12,2.09,1,0.0
74.0,6,1,100,car,1058.168,975.745,-16.621,9.323,2.63,4.59,1.84,1,0.0
74.0,6,2,200,car,1056.508,976.682,-16.500999999999998,9.343,2.6260000000000003,4.59,1.84,1,0.0
74.0,6,3,300,car,1054.861,977.621,-16.382,9.359,2.623,4.59,1.84,1,0.0
74.0,6,4,400,car,1053.225,978.561,-16.265,9.374,2.619,4.59,1.84,1,0.0
74.0,6,5,500,car,1051.601,979.503,-16.152,9.389,2.615,4.59,1.84,1,0.0
74.0,6,6,600,car,1049.989,980.446,-16.044,9.404,2.611,4.59,1.84,1,0.0
74.0,6,7,700,car,1048.387,981.391,-15.94,9.421,2.608,4.59,1.84,1,0.0
74.0,6,8,800,car,1046.795,982.338,-15.843,9.443,2.604,4.59,1.84,1,0.0
74.0,6,9,900,car,1045.214,983.287,-15.752,9.472,2.6,4.59,1.84,1,0.0
74.0,6,10,1000,car,1043.642,984.239,-15.668,9.509,2.596,4.59,1.84,1,0.0
74.0,7,1,100,car,1075.342,973.529,-10.325,5.348,2.664,4.23,1.87,1,0.0
74.0,7,2,200,car,1074.312,974.068,-10.199,5.331,2.66,4.23,1.87,1,0.0
74.0,7,3,300,car,1073.294,974.606,-10.075,5.314,2.656,4.23,1.87,1,0.0
74.0,7,4,400,car,1072.289,975.142,-9.955,5.297999999999999,2.653,4.23,1.87,1,0.0
74.0,7,5,500,car,1071.296,975.676,-9.84,5.283,2.649,4.23,1.87,1,0.0
74.0,7,6,600,car,1070.314,976.209,-9.73,5.268,2.645,4.23,1.87,1,0.0
74.0,7,7,700,car,1069.343,976.74,-9.627,5.255,2.642,4.23,1.87,1,0.0
74.0,7,8,800,car,1068.383,977.269,-9.531,5.242999999999999,2.639,4.23,1.87,1,0.0
74.0,7,9,900,car,1067.432,977.797,-9.443,5.233,2.635,4.23,1.87,1,0.0
74.0,7,10,1000,car,1066.49,978.324,-9.363,5.225,2.633,4.23,1.87,1,0.0
74.0,1,1,100,car,1017.995,1010.366,-7.292999999999999,5.797000000000001,2.47,4.75,1.82,1,1
74.0,1,2,200,car,1017.27,1010.95,-7.241,5.812,2.465,4.75,1.82,1,1
74.0,1,3,300,car,1016.55,1011.537,-7.188,5.8260000000000005,2.461,4.75,1.82,1,1
74.0,1,4,400,car,1015.836,1012.124,-7.136,5.837999999999999,2.456,4.75,1.82,1,1
74.0,1,5,500,car,1015.126,1012.713,-7.082999999999999,5.85,2.451,4.75,1.82,1,1
74.0,1,6,600,car,1014.422,1013.303,-7.032,5.861000000000001,2.447,4.75,1.82,1,1
74.0,1,7,700,car,1013.723,1013.894,-6.982,5.871,2.442,4.75,1.82,1,1
74.0,1,8,800,car,1013.028,1014.485,-6.934,5.88,2.438,4.75,1.82,1,1
74.0,1,9,900,car,1012.339,1015.078,-6.8870000000000005,5.888999999999999,2.434,4.75,1.82,1,1
74.0,1,10,1000,car,1011.653,1015.671,-6.843999999999999,5.898,2.43,4.75,1.82,1,1
75.0,1,1,100,car,991.337,1033.413,-10.841,10.662,2.364,4.98,1.87,0.0,0.0
75.0,1,2,200,car,990.255,1034.482,-10.811,10.687,2.362,4.98,1.87,0.0,0.0
75.0,1,3,300,car,989.176,1035.553,-10.786,10.709,2.36,4.98,1.87,0.0,0.0
75.0,1,4,400,car,988.099,1036.626,-10.764,10.729,2.358,4.98,1.87,0.0,0.0
75.0,1,5,500,car,987.025,1037.701,-10.743,10.748,2.356,4.98,1.87,0.0,0.0
75.0,1,6,600,car,985.953,1038.777,-10.723,10.768,2.354,4.98,1.87,0.0,0.0
75.0,2,1,100,car,1036.908,992.187,-8.128,6.467,2.47,4.49,1.77,1,0.0
75.0,2,2,200,car,1036.098,992.838,-8.087,6.487,2.466,4.49,1.77,1,0.0
75.0,2,3,300,car,1035.293,993.491,-8.046,6.507,2.462,4.49,1.77,1,0.0
75.0,2,4,400,car,1034.492,994.146,-8.005,6.526,2.458,4.49,1.77,1,0.0
75.0,2,5,500,car,1033.695,994.803,-7.965,6.544,2.454,4.49,1.77,1,0.0
75.0,2,6,600,car,1032.902,995.461,-7.926,6.563,2.45,4.49,1.77,1,0.0
75.0,2,7,700,car,1032.112,996.122,-7.889,6.581,2.446,4.49,1.77,1,0.0
75.0,2,8,800,car,1031.327,996.784,-7.853,6.599,2.443,4.49,1.77,1,0.0
75.0,2,9,900,car,1030.544,997.447,-7.819,6.618,2.439,4.49,1.77,1,0.0
75.0,2,10,1000,car,1029.766,998.113,-7.787,6.636,2.436,4.49,1.77,1,0.0
75.0,3,1,100,car,1024.427,1006.144,-10.852,8.005,2.506,4.76,1.84,1,0.0
75.0,3,2,200,car,1023.346,1006.95,-10.809,8.056,2.501,4.76,1.84,1,0.0
75.0,3,3,300,car,1022.269,1007.761,-10.763,8.105,2.496,4.76,1.84,1,0.0
75.0,3,4,400,car,1021.197,1008.577,-10.713,8.153,2.491,4.76,1.84,1,0.0
75.0,3,5,500,car,1020.13,1009.398,-10.659,8.201,2.486,4.76,1.84,1,0.0
75.0,3,6,600,car,1019.069,1010.224,-10.603,8.248,2.48,4.76,1.84,1,0.0
75.0,3,7,700,car,1018.013,1011.055,-10.544,8.296,2.475,4.76,1.84,1,0.0
75.0,3,8,800,car,1016.964,1011.891,-10.482,8.344,2.469,4.76,1.84,1,0.0
75.0,3,9,900,car,1015.921,1012.732,-10.419,8.393,2.463,4.76,1.84,1,0.0
75.0,3,10,1000,car,1014.884,1013.577,-10.354,8.443,2.458,4.76,1.84,1,0.0
75.0,4,1,100,car,1042.041,996.761,-12.728,8.829,2.535,4.04,1.8,1,0.0
75.0,4,2,200,car,1040.772,997.65,-12.65,8.875,2.53,4.04,1.8,1,0.0
75.0,4,3,300,car,1039.511,998.544,-12.574,8.923,2.524,4.04,1.8,1,0.0
75.0,4,4,400,car,1038.258,999.442,-12.497,8.972,2.519,4.04,1.8,1,0.0
75.0,4,5,500,car,1037.013,1000.346,-12.422,9.024,2.513,4.04,1.8,1,0.0
75.0,4,6,600,car,1035.776,1001.255,-12.348,9.077,2.508,4.04,1.8,1,0.0
75.0,4,7,700,car,1034.546,1002.169,-12.274,9.13,2.502,4.04,1.8,1,0.0
75.0,4,8,800,car,1033.323,1003.088,-12.201,9.184,2.496,4.04,1.8,1,0.0
75.0,4,9,900,car,1032.108,1004.013,-12.128,9.237,2.491,4.04,1.8,1,0.0
75.0,4,10,1000,car,1030.9,1004.943,-12.056,9.29,2.485,4.04,1.8,1,0.0
75.0,5,1,100,car,1053.105,989.058,-13.342,8.224,2.589,4.38,1.76,1,0.0
75.0,5,2,200,car,1051.774,989.886,-13.308,8.284,2.585,4.38,1.76,1,0.0
75.0,5,3,300,car,1050.447,990.72,-13.268,8.344,2.58,4.38,1.76,1,0.0
75.0,5,4,400,car,1049.124,991.56,-13.224,8.405,2.575,4.38,1.76,1,0.0
75.0,5,5,500,car,1047.805,992.406,-13.176,8.465,2.571,4.38,1.76,1,0.0
75.0,5,6,600,car,1046.491,993.259,-13.125,8.527,2.565,4.38,1.76,1,0.0
75.0,5,7,700,car,1045.183,994.117,-13.07,8.589,2.56,4.38,1.76,1,0.0
75.0,5,8,800,car,1043.88,994.983,-13.014,8.653,2.555,4.38,1.76,1,0.0
75.0,5,9,900,car,1042.583,995.854,-12.956,8.718,2.549,4.38,1.76,1,0.0
75.0,5,10,1000,car,1041.292,996.733,-12.898,8.785,2.544,4.38,1.76,1,0.0
75.0,6,1,100,car,1079.684,971.614,-13.56,6.906,2.671,4.29,1.72,1,1
75.0,6,2,200,car,1078.33,972.31,-13.483,6.943,2.666,4.29,1.72,1,1
75.0,6,3,300,car,1076.985,973.01,-13.404,6.98,2.661,4.29,1.72,1,1
75.0,6,4,400,car,1075.648,973.714,-13.322,7.017,2.657,4.29,1.72,1,1
75.0,6,5,500,car,1074.319,974.421,-13.24,7.054,2.652,4.29,1.72,1,1
75.0,6,6,600,car,1072.998,975.133,-13.158,7.089,2.647,4.29,1.72,1,1
75.0,6,7,700,car,1071.685,975.847,-13.076,7.122,2.643,4.29,1.72,1,1
75.0,6,8,800,car,1070.38,976.565,-12.996,7.155,2.638,4.29,1.72,1,1
75.0,6,9,900,car,1069.084,977.286,-12.917,7.185,2.634,4.29,1.72,1,1
75.0,6,10,1000,car,1067.795,978.009,-12.842,7.213,2.63,4.29,1.72,1,1
76.0,2,1,100,car,1002.457,1028.214,-8.743,8.888,2.3480000000000003,10.79,2.5,0.0,0.0
76.0,2,2,200,car,1001.595,1029.115,-8.685,8.971,2.34,10.79,2.5,0.0,0.0
76.0,2,3,300,car,1000.739,1030.024,-8.628,9.052,2.332,10.79,2.5,0.0,0.0
76.0,2,4,400,car,999.888,1030.94,-8.575,9.132,2.325,10.79,2.5,0.0,0.0
76.0,2,5,500,car,999.042,1031.864,-8.523,9.21,2.318,10.79,2.5,0.0,0.0
76.0,2,6,600,car,998.2,1032.795,-8.475,9.283,2.311,10.79,2.5,0.0,0.0
76.0,2,7,700,car,997.363,1033.732,-8.427999999999999,9.351,2.3040000000000003,10.79,2.5,0.0,0.0
76.0,2,8,800,car,996.53,1034.6760000000002,-8.385,9.414,2.298,10.79,2.5,0.0,0.0
76.0,2,9,900,car,995.7,1035.625,-8.344,9.47,2.293,10.79,2.5,0.0,0.0
76.0,2,10,1000,car,994.873,1036.579,-8.306000000000001,9.521,2.2880000000000003,10.79,2.5,0.0,0.0
76.0,8,2,200,car,1091.892,965.636,-14.65,7.045,2.693,4.68,1.82,0.0,0.0
76.0,8,3,300,car,1090.428,966.343,-14.651,7.081,2.6910000000000003,4.68,1.82,0.0,0.0
76.0,8,4,400,car,1088.964,967.054,-14.649,7.121,2.689,4.68,1.82,0.0,0.0
76.0,8,5,500,car,1087.501,967.769,-14.64,7.1610000000000005,2.687,4.68,1.82,0.0,0.0
76.0,8,6,600,car,1086.039,968.489,-14.625,7.202000000000001,2.684,4.68,1.82,0.0,0.0
76.0,8,7,700,car,1084.578,969.212,-14.601,7.242999999999999,2.681,4.68,1.82,0.0,0.0
76.0,8,8,800,car,1083.12,969.94,-14.569,7.282999999999999,2.678,4.68,1.82,0.0,0.0
76.0,8,9,900,car,1081.665,970.673,-14.53,7.322999999999999,2.675,4.68,1.82,0.0,0.0
76.0,8,10,1000,car,1080.214,971.41,-14.483,7.362,2.6710000000000003,4.68,1.82,0.0,0.0
76.0,1,1,100,car,997.891,1039.73,-0.575,0.7559999999999999,2.221,4.48,1.8,1,0.0
76.0,1,2,200,car,997.834,1039.806,-0.545,0.7170000000000001,2.221,4.48,1.8,1,0.0
76.0,1,3,300,car,997.78,1039.878,-0.513,0.675,2.22,4.48,1.8,1,0.0
76.0,1,4,400,car,997.728,1039.945,-0.478,0.63,2.22,4.48,1.8,1,0.0
76.0,1,5,500,car,997.681,1040.008,-0.442,0.5820000000000001,2.22,4.48,1.8,1,0.0
76.0,1,6,600,car,997.637,1040.067,-0.4029999999999999,0.531,2.22,4.48,1.8,1,0.0
76.0,1,7,700,car,997.596,1040.12,-0.364,0.479,2.22,4.48,1.8,1,0.0
76.0,1,8,800,car,997.56,1040.168,-0.324,0.427,2.22,4.48,1.8,1,0.0
76.0,1,9,900,car,997.527,1040.21,-0.284,0.374,2.22,4.48,1.8,1,0.0
76.0,1,10,1000,car,997.498,1040.247,-0.245,0.3229999999999999,2.22,4.48,1.8,1,0.0
76.0,4,1,100,car,1031.865,1004.1,-10.03,7.511,2.499,4.25,1.81,1,0.0
76.0,4,2,200,car,1030.865,1004.854,-10.028,7.559,2.496,4.25,1.81,1,0.0
76.0,4,3,300,car,1029.864,1005.614,-10.028,7.61,2.492,4.25,1.81,1,0.0
76.0,4,4,400,car,1028.864,1006.378,-10.027,7.662999999999999,2.489,4.25,1.81,1,0.0
76.0,4,5,500,car,1027.865,1007.149,-10.027,7.718,2.486,4.25,1.81,1,0.0
76.0,4,6,600,car,1026.865,1007.924,-10.025,7.775,2.482,4.25,1.81,1,0.0
76.0,4,7,700,car,1025.866,1008.706,-10.022,7.831,2.478,4.25,1.81,1,0.0
76.0,4,8,800,car,1024.867,1009.493,-10.016,7.888,2.474,4.25,1.81,1,0.0
76.0,4,9,900,car,1023.869,1010.286,-10.009,7.945,2.471,4.25,1.81,1,0.0
76.0,4,10,1000,car,1022.871,1011.085,-9.998,8.0,2.467,4.25,1.81,1,0.0
76.0,5,1,100,car,1026.792,999.113,-8.81,6.712000000000001,2.491,5.68,2.02,1,0.0
76.0,5,2,200,car,1025.915,999.789,-8.689,6.672999999999999,2.487,5.68,2.02,1,0.0
76.0,5,3,300,car,1025.0510000000002,1000.462,-8.576,6.638999999999999,2.483,5.68,2.02,1,0.0
76.0,5,4,400,car,1024.197,1001.132,-8.469,6.61,2.479,5.68,2.02,1,0.0
76.0,5,5,500,car,1023.355,1001.798,-8.368,6.586,2.475,5.68,2.02,1,0.0
76.0,5,6,600,car,1022.523,1002.463,-8.271,6.565,2.471,5.68,2.02,1,0.0
76.0,5,7,700,car,1021.7,1003.125,-8.177999999999999,6.547000000000001,2.466,5.68,2.02,1,0.0
76.0,5,8,800,car,1020.887,1003.786,-8.087,6.532,2.462,5.68,2.02,1,0.0
76.0,5,9,900,car,1020.084,1004.445,-7.997999999999999,6.52,2.458,5.68,2.02,1,0.0
76.0,5,10,1000,car,1019.289,1005.104,-7.91,6.51,2.4530000000000003,5.68,2.02,1,0.0
76.0,6,1,100,car,1061.13,982.098,-10.934,6.3260000000000005,2.617,4.58,1.91,1,0.0
76.0,6,2,200,car,1060.04,982.735,-10.912,6.371,2.613,4.58,1.91,1,0.0
76.0,6,3,300,car,1058.951,983.377,-10.893,6.416,2.609,4.58,1.91,1,0.0
76.0,6,4,400,car,1057.864,984.023,-10.874,6.46,2.6060000000000003,4.58,1.91,1,0.0
76.0,6,5,500,car,1056.78,984.673,-10.858,6.502999999999999,2.602,4.58,1.91,1,0.0
76.0,6,6,600,car,1055.696,985.328,-10.843,6.544,2.599,4.58,1.91,1,0.0
76.0,6,7,700,car,1054.614,985.986,-10.831,6.585,2.595,4.58,1.91,1,0.0
76.0,6,8,800,car,1053.533,986.648,-10.82,6.622999999999999,2.592,4.58,1.91,1,0.0
76.0,6,9,900,car,1052.453,987.314,-10.811,6.66,2.589,4.58,1.91,1,0.0
76.0,6,10,1000,car,1051.374,987.983,-10.802,6.694,2.587,4.58,1.91,1,0.0
76.0,7,1,100,car,1083.106,962.1,-15.642,8.005,2.669,4.72,1.86,1,0.0
76.0,7,2,200,car,1081.542,962.902,-15.648,8.029,2.668,4.72,1.86,1,0.0
76.0,7,3,300,car,1079.978,963.706,-15.649,8.055,2.6660000000000004,4.72,1.86,1,0.0
76.0,7,4,400,car,1078.414,964.514,-15.647,8.084,2.665,4.72,1.86,1,0.0
76.0,7,5,500,car,1076.851,965.325,-15.64,8.119,2.6630000000000003,4.72,1.86,1,0.0
76.0,7,6,600,car,1075.288,966.139,-15.63,8.16,2.66,4.72,1.86,1,0.0
76.0,7,7,700,car,1073.727,966.959,-15.616,8.207,2.658,4.72,1.86,1,0.0
76.0,7,8,800,car,1072.167,967.783,-15.6,8.26,2.655,4.72,1.86,1,0.0
76.0,7,9,900,car,1070.61,968.613,-15.579,8.318,2.651,4.72,1.86,1,0.0
76.0,7,10,1000,car,1069.054,969.45,-15.557,8.38,2.647,4.72,1.86,1,0.0
76.0,3,1,100,car,1025.356,1004.216,-9.164,6.609,2.517,4.47,1.86,1,1
76.0,3,2,200,car,1024.444,1004.882,-9.136,6.652,2.512,4.47,1.86,1,1
76.0,3,3,300,car,1023.534,1005.553,-9.116,6.702999999999999,2.508,4.47,1.86,1,1
76.0,3,4,400,car,1022.626,1006.228,-9.104,6.7620000000000005,2.503,4.47,1.86,1,1
76.0,3,5,500,car,1021.72,1006.91,-9.098,6.827999999999999,2.498,4.47,1.86,1,1
76.0,3,6,600,car,1020.815,1007.599,-9.099,6.901,2.4930000000000003,4.47,1.86,1,1
76.0,3,7,700,car,1019.909,1008.295,-9.105,6.981,2.487,4.47,1.86,1,1
76.0,3,8,800,car,1019.003,1008.999,-9.115,7.067,2.482,4.47,1.86,1,1
76.0,3,9,900,car,1018.096,1009.711,-9.129,7.158,2.477,4.47,1.86,1,1
76.0,3,10,1000,car,1017.188,1010.433,-9.146,7.254,2.471,4.47,1.86,1,1
77.0,1,1,100,car,1001.624,1025.0410000000002,-7.125,8.116,2.291,3.94,1.61,0.0,0.0
77.0,1,2,200,car,1000.913,1025.854,-7.115,8.133,2.29,3.94,1.61,0.0,0.0
77.0,1,3,300,car,1000.203,1026.669,-7.104,8.147,2.2880000000000003,3.94,1.61,0.0,0.0
77.0,1,4,400,car,999.494,1027.485,-7.093,8.158999999999999,2.286,3.94,1.61,0.0,0.0
77.0,1,5,500,car,998.786,1028.302,-7.08,8.17,2.285,3.94,1.61,0.0,0.0
77.0,2,1,100,car,1012.565,1010.619,-7.747000000000001,7.438,2.377,4.06,1.79,0.0,0.0
77.0,2,2,200,car,1011.795,1011.369,-7.706,7.492999999999999,2.37,4.06,1.79,0.0,0.0
77.0,2,3,300,car,1011.031,1012.124,-7.664,7.55,2.364,4.06,1.79,0.0,0.0
77.0,2,4,400,car,1010.27,1012.885,-7.622999999999999,7.609,2.357,4.06,1.79,0.0,0.0
77.0,2,5,500,car,1009.514,1013.652,-7.582999999999999,7.669,2.351,4.06,1.79,0.0,0.0
77.0,2,6,600,car,1008.761,1014.424,-7.544,7.731,2.344,4.06,1.79,0.0,0.0
77.0,2,7,700,car,1008.013,1015.203,-7.507000000000001,7.795,2.337,4.06,1.79,0.0,0.0
77.0,2,8,800,car,1007.268,1015.988,-7.473,7.858,2.331,4.06,1.79,0.0,0.0
77.0,2,9,900,car,1006.526,1016.779,-7.441,7.921,2.325,4.06,1.79,0.0,0.0
77.0,2,10,1000,car,1005.787,1017.576,-7.411,7.983,2.319,4.06,1.79,0.0,0.0
77.0,3,1,100,car,1020.905,1011.001,-7.739,6.4270000000000005,2.449,3.72,1.67,0.0,0.0
77.0,3,2,200,car,1020.135,1011.649,-7.729,6.486000000000001,2.443,3.72,1.67,0.0,0.0
77.0,3,3,300,car,1019.366,1012.303,-7.718,6.546,2.438,3.72,1.67,0.0,0.0
77.0,3,4,400,car,1018.599,1012.963,-7.707000000000001,6.609,2.4330000000000003,3.72,1.67,0.0,0.0
77.0,3,5,500,car,1017.833,1013.629,-7.695,6.672999999999999,2.427,3.72,1.67,0.0,0.0
77.0,3,6,600,car,1017.068,1014.301,-7.682,6.74,2.421,3.72,1.67,0.0,0.0
77.0,3,7,700,car,1016.305,1014.981,-7.67,6.81,2.416,3.72,1.67,0.0,0.0
77.0,3,8,800,car,1015.543,1015.668,-7.657,6.882999999999999,2.4090000000000003,3.72,1.67,0.0,0.0
77.0,3,9,900,car,1014.783,1016.362,-7.643,6.959,2.403,3.72,1.67,0.0,0.0
77.0,3,10,1000,car,1014.024,1017.064,-7.63,7.037000000000001,2.397,3.72,1.67,0.0,0.0
